timestamp,text,username,location,following,followers,about,lang,likes,retweets
2020-12-16 05:42:28,b'RT @TipsAugur: Wolverhampton vs Chelsea Match Highlights\n\nLovely late stunner from Neto.. \n\nFINAL #WOLCHE 2-1\n\n\xf0\x9f\x8e\xa5 @Wolves https://t.co/qMZDI\xe2\x80\xa6',b'Arkadiaer',b'',274,104,b'Picture perfect \xf0\x9f\x91\x8c filters not needed...  We\xe2\x80\x99re on a planet \xf0\x9f\x8c\x8f in outer space...',en,0,5
2020-12-16 05:42:23,b'RT @abdurahhmman: Kai Havertz confronting Timo Werner after the game #WOLCHE #Chelsea https://t.co/G7wOnN8EEH',b'mfuntoyi',b'Anfield',3566,4066,"b""Went to the doctor and he said I shouldn't carry anything heavy for a week. Now I have to sit down when I pee | LFC""",en,0,45
2020-12-16 05:42:22,b'When will management see that Lampard\xe2\x80\x99s tactics are trash? \xf0\x9f\x98\xaa\xf0\x9f\x98\xaa#WOLCHE',b'RasLebDJ',"b'Sebokeng, South Africa'",4840,5581,b'.part-time gamer \xf0\x9f\x8e\xae || mfana wa touchline',en,0,0
2020-12-16 05:42:17,b'RT @abdurahhmman: Kai Havertz confronting Timo Werner after the game #WOLCHE #Chelsea https://t.co/G7wOnN8EEH',b'Kaaya_J',"b'Kampala, Uganda'",453,707,b'Regular civilian.!\xf0\x9f\x87\xba\xf0\x9f\x87\xac',en,0,45
2020-12-16 05:41:41,b'RT @tawanike: Submission now open for #MzansiHipHopLeague \n\n20 Artists - 2 Winners walk away with R1000 each\n\nhttps://t.co/9oKWBTC8Tn\nBroug\xe2\x80\xa6',b'the_smme',b'',5170,5184,b'THE SMME COUNCIL',en,0,4
2020-12-16 05:41:39,"b""RT @ChelseaFC: Goal for Wolves. Neto. \n\n\xf0\x9f\x90\xba 2-1 \xf0\x9f\x94\xb5 [90'] #WOLCHE""",b'MusaNkwangu',b'',118,72,b'',en,0,1227
2020-12-16 05:41:04,"b""Unlike the previous game wen @ChelseaFC  played against @EvertonFC #EVECHE \nI don't blame yesterday's loss against\xe2\x80\xa6 https://t.co/sRy0Rw5QqZ""",b'JuweniPatrick',b'Uganda',49,63,"b'Programmer, Rotaractor, YouthMapper, Humanitarian, Believer'",en,0,0
2020-12-16 05:40:40,b'RT @sure_oodds: the high stakes in the platform congratulations to you all \xf0\x9f\x94\x9d\xf0\x9f\x8e\x8a\xf0\x9f\x8e\x8a\xf0\x9f\x8e\x89\xf0\x9f\x8e\x89\xf0\x9f\x8e\x89\xf0\x9f\x8e\x8a\xf0\x9f\x8e\x8a\xf0\x9f\x8e\x88\xf0\x9f\x8e\x88\xf0\x9f\x8e\x88\xf0\x9f\x8d\xbe\xf0\x9f\x8d\xbe\xf0\x9f\x8d\xb7\xf0\x9f\x8e\x89\xf0\x9f\x8e\x89\xf0\x9f\x8e\x89\xf0\x9f\x8e\x8a\xf0\x9f\x8e\x8a\nCLICK HERE TO JOIN MY TODAYS FIXED TICKET \xf0\x9f\x91\x87\xf0\x9f\x91\x87\xe2\x80\xa6',b'sure_oodds',b'',3544,5193,b'Congratulations to all who trusted and took the risk \xe2\x9c\x8a\xe2\x9c\x8a\xe2\x9c\x8a\n_IF YOU ARE ONLINE NOW_\nINBOX/WHATSAPP +2348169644363  ME NOW TO START PARTAKING ON OUR GAMES.',en,0,1
2020-12-16 05:40:36,"b""RT @ChelseaFC: Goal for Wolves. Neto. \n\n\xf0\x9f\x90\xba 2-1 \xf0\x9f\x94\xb5 [90'] #WOLCHE""",b'OfficialMuhamm8',b'',2243,226,b'O. MUHAMMAD NASIR.. ADEDOYIN\nD.O.G (definiton of grace)\nIG: bambi_beek\nGMAIL:nasirudeendoyin@gmail.com\n   ENI_OLORUN DA',en,0,1227
2020-12-16 05:40:27,b'RT @premierleague: The late show \xf0\x9f\x98\x85\n\n#WOLCHE https://t.co/wrj3qopQ0x',b'josecerrato',"b'Choloma, Honduras.'",404,280,b'Habitante del Planeta F\xc3\xbatbol \xe2\x9a\xbd Hondure\xc3\xb1o y por ende americano \xf0\x9f\x8c\x8e',en,0,492
2020-12-16 05:40:22,b'RT @sure_oodds: Congratulations To Our VIP SUBSCRIBERS From Different Countries That Won Yesterday In Our Various VIP Groups and VIP apps..\xe2\x80\xa6',b'sure_oodds',b'',3544,5193,b'Congratulations to all who trusted and took the risk \xe2\x9c\x8a\xe2\x9c\x8a\xe2\x9c\x8a\n_IF YOU ARE ONLINE NOW_\nINBOX/WHATSAPP +2348169644363  ME NOW TO START PARTAKING ON OUR GAMES.',en,0,1
2020-12-16 05:40:15,b'RT @premierleague: The late show \xf0\x9f\x98\x85\n\n#WOLCHE https://t.co/wrj3qopQ0x',b'PriyamC33577101',"b'Kolkata, India'",119,34,b'I am not very special..... I am just special enough.',en,0,492
2020-12-16 05:39:57,"b'RT @jakeheasman: I\xe2\x80\x99m stunned. Lampard just stood on the touchline next to Werner and watched him put in a disgraceful performance, and not\xe2\x80\xa6'",b'Facosh',b'',1894,7399,b'Respect',en,0,305
2020-12-16 05:39:46,"b""RT @Wolves: Tonight's action as Wolves earn three big @premierleague points. #WOLCHE \n\n\xf0\x9f\x8e\xa5\xf0\x9f\x94\xa5 https://t.co/PaWHCZ37cI""",b'idl3wis',"b'Wolverhampton, England'",340,354,b'\xf0\x9f\x8e\x80 Daddy to Elsie Olivia |\n\xf0\x9f\x91\xa8\xe2\x80\x8d\xf0\x9f\x91\xa9\xe2\x80\x8d\xf0\x9f\x91\xa7 @kmhyde21',en,0,68
2020-12-16 05:39:34,b'RT @BTips4you: Lampard after digesting back to back losses for Chelsea.\xf0\x9f\xa4\xa3\n\n#WOLCHE https://t.co/lzGL0EwLDU',b'JaphyF_',b'Get Closer',395,13008,b'\xe2\x8f\xb3',en,0,12
2020-12-16 05:39:30,b'RT @_Sufy2: Mendy to Lampard: E be like say my clean sheet bundle don expire ooooo\n\n#WOLCHE https://t.co/nzji8YXUlx',b'fakhee40',"b'Kaduna, Minna'",9312,10072,"b""I'm a Muslim_ Kaduna based\xf0\x9f\x90\x8a _ An Estate surveyor and valuer. @farouquest1 - IG.""",en,0,108
2020-12-16 05:39:26,b'RT @ChelseaFC: \xf0\x9d\x97\x96\xf0\x9d\x97\xa2\xf0\x9d\x97\xa0\xf0\x9d\x97\x98 \xf0\x9d\x97\xa2\xf0\x9d\x97\xa1 \xf0\x9d\x97\x96\xf0\x9d\x97\x9b\xf0\x9d\x97\x98\xf0\x9d\x97\x9f\xf0\x9d\x97\xa6\xf0\x9d\x97\x98\xf0\x9d\x97\x94 \xf0\x9f\x94\xb5\n\n#WOLCHE',b'PriyamC33577101',"b'Kolkata, India'",119,34,b'I am not very special..... I am just special enough.',en,0,761
2020-12-16 05:39:11,b'RT @SocialVibing: The winning goal against Chelsea (2-1) \xf0\x9f\x98\xa8 \n\n#Chelsea #Werner (Lampard Bone straight) #WOLCHE @chelsea https://t.co/Im1db83\xe2\x80\xa6',b'JaphyF_',b'Get Closer',395,13008,b'\xe2\x8f\xb3',en,0,272
2020-12-16 05:39:03,b'RT @WeInTheCCC: In Christ We Stand...\nTeach us how it\xe2\x80\x99s been done in heaven \nSend down thy holy Angels \nSo we might Conquer satan on earth.\xe2\x80\xa6',b'f_sammuel',b'lagos nigeria',942,100,b'',en,0,8
2020-12-16 05:38:41,"b""RT @Wolves: Tonight's action as Wolves earn three big @premierleague points. #WOLCHE \n\n\xf0\x9f\x8e\xa5\xf0\x9f\x94\xa5 https://t.co/PaWHCZ37cI""",b'maviatu7',b'',2855,14,b'',en,0,68
2020-12-16 05:38:34,b'RT @WolvesEspanol: #WOLCHE \xe2\x8f\xaa https://t.co/HFiOXv5Rj8',b'MartyAnger',b'',382,50,b'Soy... Yo',und,0,27
2020-12-16 05:38:14,"b'Xhaka gets sent off for the same thing, chilwell walks free! The biasness of refrees is clearly visible.\xe2\x80\xa6 https://t.co/Kr6WuRgDz9'",b'arnavy97',b'',37,4,b'I love playing Football.',en,0,0
2020-12-16 05:38:08,b'Told you @Wolves gonna trash the blues last night \xf0\x9f\xa4\xa3\n\n#WOLCHE',b'Football4Maniac',b'Kuala Lumpur City',70,9,b'#PremierleaguePredictions / #Footballstats / #IngameHighlights / #FantasyPremierLeague #fpl \xf0\x9f\xa4\x98\xf0\x9f\x8f\xbb',en,0,0
2020-12-16 05:38:04,"b""RT @premierleague: Each of Wolves' last 83 #PL goals (excl. own-goals have been scored by non-British players \xe2\x80\x93 only Arsenal have had a lon\xe2\x80\xa6""",b'UsmanMu79813',"b'Karachi, Pakistan'",460,727,b'',en,0,72
2020-12-16 05:38:00,b'RT @WKwinn: Werner is low budget Lingard\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\n#WOLCHE https://t.co/jFXLWRPlUN',b'_antonio256',"b'Kampala, Uganda'",8208,9914,b'Wish me well',en,0,113
2020-12-16 05:37:39,"b'RT @jakeheasman: I\xe2\x80\x99m stunned. Lampard just stood on the touchline next to Werner and watched him put in a disgraceful performance, and not\xe2\x80\xa6'",b'Raumdeuter6',"b'Stockholm, Sweden'",1272,33,b'Space interpreter. Chelsea FC. Real Madrid CF.',en,0,305
2020-12-16 05:37:27,"b'RT @premierleague: GOAL Wolves 2-1 Chelsea (90+5 mins)\n\nWolves take a late, late lead! An incisive counter attack ends with Pedro Neto gett\xe2\x80\xa6'",b'PriyamC33577101',"b'Kolkata, India'",119,34,b'I am not very special..... I am just special enough.',en,0,439
2020-12-16 05:37:09,"b'RT @raphnelson_abah: You see that ""Mendy""  Chelsea bought to replace Kepa...my brothers they have ""MENDED"" him \xf0\x9f\x98\xb9\xf0\x9f\x98\xb9\xf0\x9f\x98\xb9\xf0\x9f\x98\xb9\n\n#WOLCHE https://t.co/v\xe2\x80\xa6'",b'jossypackk',b'',724,590,b'Geologist || HRMA || HSE || Realist || Introvert || Sapiosexual || Manchester United \xf0\x9f\x94\xb4',en,0,24
2020-12-16 05:36:04,b'RT @chelseafc_indo: Intip perolehan poin &amp; klasemen Play Predictor kalian usai duel #WOLCHE di sini \xf0\x9f\x91\x89 https://t.co/uMZo42MMHS\n\n#CFCIndo htt\xe2\x80\xa6',b'BenediktusNugro',"b'Jakarta Selatan, DKI Jakarta'",3923,311,b'Mimpi sudah tercapai MVP ke \xf0\x9f\x92\xaf di tahun Ini (Team T fight) next  kata Bosque harus bisa ke 1000. Selalu mendukung @Melati_JKT48 dengan sepenuh hati. #BucinnyaMei',in,0,1
2020-12-16 05:35:52,b'RT @WolvesPRT: Lindo! \xf0\x9f\x90\xba\xf0\x9f\xa7\xa1\n\n#WOLCHE https://t.co/krL5KhrgZF',b'meninobom_2',b'',989,2011,b'@tuacoroa\xf0\x9f\x92\x8d',pt,0,9
2020-12-16 05:35:42,b'RT @SJohnsonSport: Kante is #CFC\xe2\x80\x99s best player in the first half. Pulisic is the most dangerous. #WOLCHE',b'Gold__Edition',b'',84,218,b'',en,0,50
2020-12-16 05:35:39,b'Intip perolehan poin &amp; klasemen Play Predictor kalian usai duel #WOLCHE di sini \xf0\x9f\x91\x89 https://t.co/uMZo42MMHS\n\n#CFCIndo https://t.co/x67tLpTg5R',b'chelseafc_indo',b'',97,2259284,b'Selamat datang di akun Twitter resmi Chelsea FC Bahasa Indonesia. Segera unduh aplikasi resmi kami! \xf0\x9f\x93\xb2 https://t.co/JqKD63fv5e',in,3,1
2020-12-16 05:35:39,b'RT @dammiedammie35: Chelsea owners to lampard tonight after bottling 2 PL matches on a roll \xf0\x9f\x98\xa9\xf0\x9f\x98\x82\xf0\x9f\x98\x82#WOLCHE https://t.co/GjOp2JCEro',b'EzraelAni',b'Nigeria',15631,131089,"b""Social media marketer | Entertainment Strategist | Barcelona \xe2\x9a\xbd Messi \xf0\x9f\x90\x90 | Putting smile on people's faces with One Tweet at a Time\xe2\x98\xba\xef\xb8\x8f| DM is open for business \xf0\x9f\x93\xad""",en,0,32
2020-12-16 05:35:37,b'RT @Naadindu: #WOLCHE #ChelseaFC\n#Lampard #Mendy #measadoctor #Measmendy #PremierLeague #\nMe as Mendy:\n\nMake I show this Chelsea fans my KE\xe2\x80\xa6',b'DominicTosky',b'',445,412,"b'\xf0\x9f\x93\x8c Manchester United die hard fan\xf0\x9f\x9b\x91.. anywhere u see violence \xf0\x9f\x92\xa3\xf0\x9f\x94\xa5 , tag me, I\xe2\x80\x99m not a fan of peace\xe2\x9a\xa0\xef\xb8\x8f\xf0\x9f\x97\xa3\xf0\x9f\x97\xa3'",en,0,6
2020-12-16 05:35:24,b'RT @okorieebube1: My best friend \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\x82\nPlease retweet \xf0\x9f\xa5\xba\xf0\x9f\x99\x8f\n\n#WAYTOOBIG #starxburnaboy #Chelsea #kik #endsars #FreeOmahLay #bonestraight #EPL #t\xe2\x80\xa6',b'justbeurselfboi',b'lagos',5129,6099,"b'God first/Arsenalfc/ music/microbiologist  sell  all types of cars parts. office at C7A  shop 87 aspmda\nslogan: justbeurself\xe2\x9c\x8c\xf0\x9f\x8f\xbd\nsia, 2pac\xf0\x9f\x98\x98\xf0\x9f\x98\x98'",en,0,3
2020-12-16 05:35:14,"b'You see, that\xe2\x80\x99s how this match is trending in India &amp; countries!\n#WOLCHE \n#Chelsea #wolves\n#neto\n#soccer https://t.co/YGH93xYyml'",b'ShivaBharat_',"b'New Delhi, India'",33,9,b'A 20 year old kid overthinking bout every topic',en,1,0
2020-12-16 05:35:04,"b""Chelsea have lost back to back EPL matches, I used to tell their fans, onye'mburu na turn by turn o.\n#EPL #WOLCHE""",b'ifeanyi_nwadike',"b'Alabama, USA'",5786,5337,"b'Fashion designer, Arsenal fan.'",en,1,0
2020-12-16 05:34:43,"b'RT @ManUtdInPidgin: If Man Utd knack Sheffield United, we go dey above Chelsea for Premier League table with one game in hand. \xf0\x9f\x98\x82 \n#WOLCHE h\xe2\x80\xa6'",b'temitopeidowu',"b'Lagos, Nigeria'",1820,1917,"b'Eat, Pray, Love'",en,0,63
2020-12-16 05:34:29,b'RT @EPL_4_pidgin: 2 matches dey today\nOn top which match make we do our prediction game?\n\n500 naira airtime for two lucky fans wey predict\xe2\x80\xa6',b'AriyoQazim',"b'Victoria Island, Nigeria'",144,126,b'HumanRobot\nYearly Breed',en,0,1
2020-12-16 05:34:28,b'RT @UtdJadon_: Werner x Havertz highlights vs Wolves | Best Duo in the League? \xf0\x9f\x98\x8d\n\n#WOLCHE https://t.co/tkSIahWnfD',b'Ndunguuu_',b'',454,248,b'too empty. need more filler',en,0,105
2020-12-16 05:34:13,b'RT @OfficialFPL: #WOLCHE BONUS POINTS AS IT STANDS\n\n3 - Podence\n2 - Neto\n1 - Chilwell\n\n#FPL https://t.co/H5bujyzwZl',b'Middlebrooks_Co',"b'Ibadan, Nigeria'",163,50,"b'At MIDDLEBROOKS CONSORTIUM, we are LAND SURVEYORS & REAL ESTATE BROKERS \n\xe2\x98\x85 middlebrooksconsortium@gmail.com |\n08170814655(Whatsapp) | 08143249991'",en,0,148
2020-12-16 05:34:01,b'RT @abdulsmd_: Hello twitter NG\xe2\x98\xba\xef\xb8\x8f (Don\xe2\x80\x99t pass without retweeting pls)\nI have these cute watches for sale\nPrice: 8k each\nNationwide delivery\xe2\x80\xa6',b'Hannyblings',b'',768,629,b'calm friendly and fun to be with \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d',en,0,64
2020-12-16 05:34:00,"b""RT @ChelseaFC: Goal for Wolves. Neto. \n\n\xf0\x9f\x90\xba 2-1 \xf0\x9f\x94\xb5 [90'] #WOLCHE""",b'TobiAdeleye6',"b'Lagos, Nigeria'",242,231,b'Architect | Graphics Designer | Typographer | Minimalist | Drummer | Arsenal fan | Musiclover\xf0\x9f\x8e\xb5\xf0\x9f\x8e\xbc\n\nInstagram: eoooagraphix',en,0,1227
